
# mes "*Hiccup*...... *Hiccup*.......";
#: npc/cities/amatsu.txt
msgid "even! It's dirty, it's crowded,"
msgstr ""

# mes "everything in this city is total crap! What, you want a list?!";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "everything in this city is total crap! What, you want a list?!"
msgstr ""

# mes "The food, literally, is";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "The food, literally, is"
msgstr ""

# mes "garbage! The jobs here have";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "garbage! The jobs here have"
msgstr ""

# mes "to be violations of human rights. There's barely any women here and the ones we do have are all stank anyway! Are you convinced yet?!";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid ""
"to be violations of human rights. There's barely any women here and the ones we do have are all stank anyway! Are "
"you convinced yet?!"
msgstr ""

# mes "Why is everything";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "Why is everything"
msgstr ""

# mes "that's good over in";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "that's good over in"
msgstr ""

# mes "Einbroch?! I hate this!";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "Einbroch?! I hate this!"
msgstr ""

# mes "^333333*Grumble*^000000";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "^333333*Grumble*^000000"
msgstr ""

# mes "[Mjunia]";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "[Mjunia]"
msgstr ""

# mes "It's hard being a woman";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "It's hard being a woman"
msgstr ""

# mes "in this town. By being born";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "in this town. By being born"
msgstr ""

# mes "here, it's like fate just decided to be especially cruel to me.";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "here, it's like fate just decided to be especially cruel to me."
msgstr ""

# mes "My skin and hands are";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "My skin and hands are"
msgstr ""

# mes "rough from all the work";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "rough from all the work"
msgstr ""

# mes "I have to do. But worst of";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "I have to do. But worst of"
msgstr ""

# mes "all... I... I... I've developed";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "all... I... I... I've developed"
msgstr ""

# mes "bigger muscles than most";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "bigger muscles than most"
msgstr ""

# mes "guys! Waaaaaah~!";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "guys! Waaaaaah~!"
msgstr ""

# mes "I wish I could find";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "I wish I could find"
msgstr ""

# mes "a nice guy from Einbroch";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "a nice guy from Einbroch"
msgstr ""

# mes "and get married so I can";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "and get married so I can"
msgstr ""

# mes "get away from this town.";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "get away from this town."
msgstr ""

# mes "But it doesn't look like";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "But it doesn't look like"
msgstr ""

# mes "that will happen...";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "that will happen..."
msgstr ""

# mes "And I'd never marry";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "And I'd never marry"
msgstr ""

# mes "anyone from Einbech!";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "anyone from Einbech!"
msgstr ""

# mes "I'd rather die cold and";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "I'd rather die cold and"
msgstr ""

# mes "alone than cold and married";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "alone than cold and married"
msgstr ""

# mes "to some Einbech hooligan.";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "to some Einbech hooligan."
msgstr ""

# mes "Look at these";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "Look at these"
msgstr ""

# mes "muscles. What do";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "muscles. What do"
msgstr ""

# mes "you think? Am I pretty?";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "you think? Am I pretty?"
msgstr ""

# mes "^333333*Sniff*^000000 I gave up trying";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "^333333*Sniff*^000000 I gave up trying"
msgstr ""

# mes "to be feminine years ago.";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "to be feminine years ago."
msgstr ""

# mes "I have to work so hard...";
#: npc/cities/einbech.txt
msgctxt "Mjunia#ein"
msgid "I have to work so hard..."
msgstr ""

# mes "[Ekuri]";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "[Ekuri]"
msgstr ""

# mes "Yo-heave-ho!";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "Yo-heave-ho!"
msgstr ""

# mes "Yo-heave-ho~!";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "Yo-heave-ho~!"
msgstr ""

# mes "What am I doing here?";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "What am I doing here?"
msgstr ""

# mes "Heck, I'm scared to death";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "Heck, I'm scared to death"
msgstr ""

# mes "of entering the mine! But";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "of entering the mine! But"
msgstr ""

# mes "I can make a living here at";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "I can make a living here at"
msgstr ""

# mes "the entrance by gathering";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "the entrance by gathering"
msgstr ""

# mes "scrap metal! Smart, huh?";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "scrap metal! Smart, huh?"
msgstr ""

# mes "Sometimes, I get lucky";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "Sometimes, I get lucky"
msgstr ""

# mes "and score an entire ore!";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "and score an entire ore!"
msgstr ""

# mes "Sure, I'm a coward, but";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "Sure, I'm a coward, but"
msgstr ""

# mes "at least I'm alive. Well,";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "at least I'm alive. Well,"
msgstr ""

# mes "for the time being.";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "for the time being."
msgstr ""

# mes "Now you know what";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "Now you know what"
msgstr ""

# mes "I'm doing here. So why";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "I'm doing here. So why"
msgstr ""

# mes "don't you leave me to";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "don't you leave me to"
msgstr ""

# mes "my work? Heave-ho!";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "my work? Heave-ho!"
msgstr ""

# mes "Ores, come to me!";
#: npc/cities/einbech.txt
msgctxt "Ekuri#ein"
msgid "Ores, come to me!"
msgstr ""

# mes " ";
#: npc/cities/einbech.txt
msgctxt "Bulletin Board#einbech11"
msgid " "
msgstr ""

# mes " Mine Dungeon Entrance ";
#: npc/cities/einbech.txt
msgctxt "Bulletin Board#einbech11"
msgid " Mine Dungeon Entrance "
msgstr ""

# mes " ";
#: npc/cities/einbech.txt
msgctxt "Bulletin Board#einbech22"
msgid " "
msgstr ""

# mes " Train Station ";
#: npc/cities/einbech.txt
msgctxt "Bulletin Board#einbech22"
msgid " Train Station "
msgstr ""

# mes " ";
#: npc/cities/einbech.txt
msgctxt "Bulletin Board#einbech33"
msgid " "
msgstr ""

# mes " Freight Train Station ";
#: npc/cities/einbech.txt
msgctxt "Bulletin Board#einbech33"
msgid " Freight Train Station "
msgstr ""

# mes " ";
#: npc/cities/einbech.txt
msgctxt "Bulletin Board#einbech44"
msgid " "
msgstr ""

# mes " Tool Shop ";
#: npc/cities/einbech.txt
msgctxt "Bulletin Board#einbech44"
msgid " Tool Shop "
msgstr ""

# mes " ";
#: npc/cities/einbech.txt
msgctxt "Bulletin Board#einbech55"
msgid " "
msgstr ""
